-2.0000	0.0017
-1.9900	0.0018
-1.9800	0.0020
-1.9700	0.0022
-1.9600	0.0023
-1.9500	0.0025
-1.9400	0.0027
-1.9300	0.0029
-1.9200	0.0032
-1.9100	0.0034
-1.9000	0.0037
-1.8900	0.0040
-1.8800	0.0043
-1.8700	0.0046
-1.8600	0.0050
-1.8500	0.0053
-1.8400	0.0057
-1.8300	0.0061
-1.8200	0.0066
-1.8100	0.0071
-1.8000	0.0076
-1.7900	0.0081
-1.7800	0.0087
-1.7700	0.0093
-1.7600	0.0099
-1.7500	0.0106
-1.7400	0.0113
-1.7300	0.0121
-1.7200	0.0129
-1.7100	0.0137
-1.7000	0.0146
-1.6900	0.0155
-1.6800	0.0165
-1.6700	0.0176
-1.6600	0.0187
-1.6500	0.0198
-1.6400	0.0210
-1.6300	0.0223
-1.6200	0.0236
-1.6100	0.0250
-1.6000	0.0265
-1.5900	0.0280
-1.5800	0.0296
-1.5700	0.0312
-1.5600	0.0330
-1.5500	0.0348
-1.5400	0.0367
-1.5300	0.0386
-1.5200	0.0407
-1.5100	0.0428
-1.5000	0.0450
-1.4900	0.0473
-1.4800	0.0497
-1.4700	0.0521
-1.4600	0.0547
-1.4500	0.0573
-1.4400	0.0601
-1.4300	0.0629
-1.4200	0.0658
-1.4100	0.0688
-1.4000	0.0719
-1.3900	0.0751
-1.3800	0.0784
-1.3700	0.0818
-1.3600	0.0852
-1.3500	0.0888
-1.3400	0.0925
-1.3300	0.0962
-1.3200	0.1000
-1.3100	0.1040
-1.3000	0.1080
-1.2900	0.1121
-1.2800	0.1162
-1.2700	0.1205
-1.2600	0.1248
-1.2500	0.1292
-1.2400	0.1337
-1.2300	0.1383
-1.2200	0.1429
-1.2100	0.1476
-1.2000	0.1523
-1.1900	0.1571
-1.1800	0.1619
-1.1700	0.1668
-1.1600	0.1717
-1.1500	0.1767
-1.1400	0.1817
-1.1300	0.1867
-1.1200	0.1918
-1.1100	0.1968
-1.1000	0.2019
-1.0900	0.2069
-1.0800	0.2120
-1.0700	0.2170
-1.0600	0.2221
-1.0500	0.2271
-1.0400	0.2321
-1.0300	0.2370
-1.0200	0.2419
-1.0100	0.2467
-1.0000	0.2515
-0.9900	0.2563
-0.9800	0.2609
-0.9700	0.2655
-0.9600	0.2700
-0.9500	0.2744
-0.9400	0.2787
-0.9300	0.2829
-0.9200	0.2870
-0.9100	0.2910
-0.9000	0.2948
-0.8900	0.2986
-0.8800	0.3022
-0.8700	0.3056
-0.8600	0.3089
-0.8500	0.3121
-0.8400	0.3151
-0.8300	0.3180
-0.8200	0.3207
-0.8100	0.3232
-0.8000	0.3256
-0.7900	0.3278
-0.7800	0.3298
-0.7700	0.3317
-0.7600	0.3334
-0.7500	0.3349
-0.7400	0.3362
-0.7300	0.3374
-0.7200	0.3384
-0.7100	0.3392
-0.7000	0.3398
-0.6900	0.3403
-0.6800	0.3406
-0.6700	0.3407
-0.6600	0.3407
-0.6500	0.3405
-0.6400	0.3402
-0.6300	0.3397
-0.6200	0.3391
-0.6100	0.3383
-0.6000	0.3374
-0.5900	0.3363
-0.5800	0.3352
-0.5700	0.3339
-0.5600	0.3326
-0.5500	0.3311
-0.5400	0.3295
-0.5300	0.3279
-0.5200	0.3262
-0.5100	0.3244
-0.5000	0.3226
-0.4900	0.3207
-0.4800	0.3188
-0.4700	0.3169
-0.4600	0.3150
-0.4500	0.3131
-0.4400	0.3112
-0.4300	0.3093
-0.4200	0.3074
-0.4100	0.3056
-0.4000	0.3038
-0.3900	0.3022
-0.3800	0.3005
-0.3700	0.2990
-0.3600	0.2976
-0.3500	0.2962
-0.3400	0.2950
-0.3300	0.2940
-0.3200	0.2930
-0.3100	0.2923
-0.3000	0.2916
-0.2900	0.2912
-0.2800	0.2909
-0.2700	0.2908
-0.2600	0.2909
-0.2500	0.2912
-0.2400	0.2917
-0.2300	0.2925
-0.2200	0.2934
-0.2100	0.2946
-0.2000	0.2960
-0.1900	0.2977
-0.1800	0.2996
-0.1700	0.3017
-0.1600	0.3041
-0.1500	0.3067
-0.1400	0.3096
-0.1300	0.3128
-0.1200	0.3162
-0.1100	0.3199
-0.1000	0.3238
-0.0900	0.3280
-0.0800	0.3324
-0.0700	0.3371
-0.0600	0.3420
-0.0500	0.3471
-0.0400	0.3525
-0.0300	0.3581
-0.0200	0.3640
-0.0100	0.3700
0.0000	0.3763
0.0100	0.3828
0.0200	0.3894
0.0300	0.3963
0.0400	0.4033
0.0500	0.4104
