1.0000	0.7612
1.1000	0.7742
1.2000	0.7867
1.3000	0.7989
1.4000	0.8107
1.5000	0.8221
1.6000	0.8331
1.7000	0.8437
1.8000	0.8539
1.9000	0.8638
2.0000	0.8732
2.1000	0.8823
2.2000	0.8910
2.3000	0.8993
2.4000	0.9073
2.5000	0.9149
2.6000	0.9221
2.7000	0.9289
2.8000	0.9354
2.9000	0.9416
3.0000	0.9474
3.1000	0.9529
3.2000	0.9580
3.3000	0.9628
3.4000	0.9673
3.5000	0.9714
3.6000	0.9752
3.7000	0.9787
3.8000	0.9819
3.9000	0.9848
4.0000	0.9874
4.1000	0.9896
4.2000	0.9915
4.3000	0.9931
4.4000	0.9944
4.5000	0.9954
4.6000	0.9960
4.7000	0.9964
4.8000	0.9963
4.9000	0.9960
5.0000	0.9953
5.1000	0.9942
5.2000	0.9928
5.3000	0.9911
5.4000	0.9889
5.5000	0.9864
5.6000	0.9835
5.7000	0.9803
5.8000	0.9766
5.9000	0.9725
6.0000	0.9680
6.1000	0.9631
6.2000	0.9578
6.3000	0.9521
6.4000	0.9459
6.5000	0.9393
6.6000	0.9322
6.7000	0.9248
6.8000	0.9168
6.9000	0.9085
7.0000	0.8997
7.1000	0.8904
7.2000	0.8807
7.3000	0.8706
7.4000	0.8601
7.5000	0.8491
7.6000	0.8377
7.7000	0.8258
7.8000	0.8136
7.9000	0.8010
8.0000	0.7880
8.1000	0.7746
8.2000	0.7608
8.3000	0.7467
8.4000	0.7322
8.5000	0.7174
8.6000	0.7023
8.7000	0.6868
8.8000	0.6711
8.9000	0.6551
9.0000	0.6388
9.1000	0.6223
9.2000	0.6056
9.3000	0.5886
9.4000	0.5714
9.5000	0.5540
9.6000	0.5365
9.7000	0.5188
9.8000	0.5009
9.9000	0.4829
10.0000	0.4647
10.1000	0.4465
10.2000	0.4281
10.3000	0.4096
10.4000	0.3911
10.5000	0.3724
10.6000	0.3537
10.7000	0.3349
10.8000	0.3161
10.9000	0.2972
11.0000	0.2782
11.1000	0.2592
11.2000	0.2402
11.3000	0.2211
11.4000	0.2020
11.5000	0.1828
11.6000	0.1636
11.7000	0.1444
11.8000	0.1252
11.9000	0.1059
12.0000	0.0865
12.1000	0.0672
12.2000	0.0478
12.3000	0.0284
12.4000	0.0089
12.5000	-0.0106
12.6000	-0.0301
12.7000	-0.0496
12.8000	-0.0692
12.9000	-0.0888
13.0000	-0.1084
13.1000	-0.1280
13.2000	-0.1477
13.3000	-0.1673
13.4000	-0.1870
13.5000	-0.2066
13.6000	-0.2262
13.7000	-0.2458
13.8000	-0.2654
13.9000	-0.2850
14.0000	-0.3045
14.1000	-0.3239
14.2000	-0.3433
14.3000	-0.3626
14.4000	-0.3817
14.5000	-0.4008
14.6000	-0.4198
14.7000	-0.4386
14.8000	-0.4573
14.9000	-0.4758
15.0000	-0.4941
15.1000	-0.5122
15.2000	-0.5301
15.3000	-0.5478
15.4000	-0.5653
15.5000	-0.5825
15.6000	-0.5994
15.7000	-0.6161
15.8000	-0.6324
15.9000	-0.6485
16.0000	-0.6642
16.1000	-0.6796
16.2000	-0.6947
16.3000	-0.7094
16.4000	-0.7238
16.5000	-0.7378
16.6000	-0.7514
16.7000	-0.7646
16.8000	-0.7775
16.9000	-0.7899
17.0000	-0.8020
17.1000	-0.8137
17.2000	-0.8249
17.3000	-0.8358
17.4000	-0.8463
17.5000	-0.8564
17.6000	-0.8661
17.7000	-0.8753
17.8000	-0.8842
17.9000	-0.8928
18.0000	-0.9009
18.1000	-0.9086
18.2000	-0.9160
18.3000	-0.9230
18.4000	-0.9297
18.5000	-0.9360
18.6000	-0.9419
18.7000	-0.9475
18.8000	-0.9527
18.9000	-0.9576
19.0000	-0.9622
19.1000	-0.9665
19.2000	-0.9704
19.3000	-0.9740
19.4000	-0.9773
19.5000	-0.9803
19.6000	-0.9829
19.7000	-0.9853
19.8000	-0.9873
19.9000	-0.9891
20.0000	-0.9905
20.1000	-0.9916
20.2000	-0.9924
20.3000	-0.9928
20.4000	-0.9930
20.5000	-0.9928
20.6000	-0.9923
20.7000	-0.9915
20.8000	-0.9903
20.9000	-0.9888
21.0000	-0.9869
21.1000	-0.9847
21.2000	-0.9821
21.3000	-0.9792
21.4000	-0.9758
21.5000	-0.9721
21.6000	-0.9680
21.7000	-0.9635
21.8000	-0.9586
21.9000	-0.9533
22.0000	-0.9476
22.1000	-0.9414
22.2000	-0.9349
22.3000	-0.9279
22.4000	-0.9205
22.5000	-0.9127
22.6000	-0.9044
22.7000	-0.8957
22.8000	-0.8866
22.9000	-0.8770
23.0000	-0.8670
23.1000	-0.8566
23.2000	-0.8458
23.3000	-0.8345
23.4000	-0.8229
23.5000	-0.8109
23.6000	-0.7984
23.7000	-0.7856
23.8000	-0.7724
23.9000	-0.7589
24.0000	-0.7450
24.1000	-0.7308
24.2000	-0.7162
24.3000	-0.7013
24.4000	-0.6861
24.5000	-0.6706
24.6000	-0.6549
24.7000	-0.6389
24.8000	-0.6226
24.9000	-0.6061
25.0000	-0.5894
25.1000	-0.5725
25.2000	-0.5554
25.3000	-0.5381
25.4000	-0.5207
25.5000	-0.5030
25.6000	-0.4853
25.7000	-0.4674
25.8000	-0.4494
25.9000	-0.4312
26.0000	-0.4130
26.1000	-0.3947
26.2000	-0.3763
26.3000	-0.3578
26.4000	-0.3392
26.5000	-0.3206
26.6000	-0.3019
26.7000	-0.2831
26.8000	-0.2643
26.9000	-0.2454
27.0000	-0.2265
27.1000	-0.2075
27.2000	-0.1885
27.3000	-0.1695
27.4000	-0.1504
27.5000	-0.1312
27.6000	-0.1120
27.7000	-0.0928
27.8000	-0.0735
27.9000	-0.0542
28.0000	-0.0348
28.1000	-0.0154
28.2000	0.0041
28.3000	0.0236
28.4000	0.0431
28.5000	0.0627
28.6000	0.0823
28.7000	0.1020
28.8000	0.1216
28.9000	0.1413
29.0000	0.1611
29.1000	0.1808
29.2000	0.2005
29.3000	0.2203
29.4000	0.2400
29.5000	0.2597
29.6000	0.2794
29.7000	0.2991
29.8000	0.3187
29.9000	0.3382
30.0000	0.3577
30.1000	0.3770
30.2000	0.3963
30.3000	0.4155
30.4000	0.4345
30.5000	0.4534
30.6000	0.4722
30.7000	0.4907
30.8000	0.5091
30.9000	0.5273
31.0000	0.5452
31.1000	0.5630
31.2000	0.5804
31.3000	0.5976
31.4000	0.6146
31.5000	0.6312
31.6000	0.6475
31.7000	0.6635
31.8000	0.6792
31.9000	0.6945
32.0000	0.7095
32.1000	0.7241
32.2000	0.7384
32.3000	0.7523
32.4000	0.7658
32.5000	0.7789
32.6000	0.7916
32.7000	0.8039
32.8000	0.8158
32.9000	0.8273
33.0000	0.8384
33.1000	0.8491
33.2000	0.8593
33.3000	0.8692
33.4000	0.8787
33.5000	0.8877
33.6000	0.8964
33.7000	0.9047
33.8000	0.9126
33.9000	0.9201
34.0000	0.9272
34.1000	0.9339
34.2000	0.9403
34.3000	0.9463
34.4000	0.9520
34.5000	0.9573
34.6000	0.9622
34.7000	0.9668
34.8000	0.9711
34.9000	0.9750
35.0000	0.9786
35.1000	0.9819
35.2000	0.9848
35.3000	0.9874
35.4000	0.9897
35.5000	0.9917
35.6000	0.9933
35.7000	0.9946
35.8000	0.9956
35.9000	0.9963
36.0000	0.9967
36.1000	0.9967
36.2000	0.9964
36.3000	0.9957
36.4000	0.9947
36.5000	0.9934
36.6000	0.9917
